PRG,County,Use,Address,City,State,TAX ID ,Tax ID ,Map/ Grid/ Parcel,Legal Desc.,Grantor,Grantee,Sale Date,Deed,Property Rights,Conditions at Sale,Time on Market,Sale Price,Price/GBA,Vacancy,NOI,CAP RATE,LAND SIZE (SF),GBA (SF),YEAR BUILT,Parking,Zone,Utilities,APT ONLY,APT ONLY,APT ONLY,APT ONLY,Comments
01-2011-50000-016,Frederick,Warehouse/ Flex,1728 Shookstown Road,Frederick,MD,2,83213,407/ 2/ 2101,Lot 0.924 Acres S/S Shookstown Road,Meadows Property LLC,Modernize Enterprise LLC,2/6/2018,12265/ 485,Leased Fee,Arms-Length,Unknown,"$400,000.00 ",$29.99 ,0.00%,Unknown,Unknown,"40,076","13,337",1951,Onsite parking available,R8,None,,,,,"The site consists of one warehouse building that has approximately 13,337 square feet of gross building area. The warehouse building was originally constructed in 1951 and used for many years as a storage facility for Meadows Moving. For the past several years, the building"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"has been leased to multiple parties as a workshop/warehouse.  The subject property is currently in the process of converting approximately 2,500 square feet to finished office space. We were not given a prospective concept drawing. However, we were given a budget and the overall quality of finishing was communicated to us from the prospective purchaser. He plans to install two single stall restrooms for both men and women’s restrooms with an additional restroom accessed from the outside. The conversion will also include a small kitchenette, conference room, and open work areas. The ceiling will be drop acoustical tiles, concrete flooring, and drywall finished walls."
01-2011-30000-003,Frederick,Retail,313 Main Street,Myersville,MD,16,356689,700/ 1/ 248,LT 30x70 E/S Main St Myersville,Bettye Williams,J Elwood Enterprises Inc,12/31/2018,12776/ 316,Leased Fee,Arms-Length,Unknown,"$145,000.00 ",$74.59 ,100.00%,Unknown,Unknown,"2,100","1,944",1925,Onsite parking available,VC,All available,,,,,"The site includes one parcel, Parcel 248, that includes 2,100 square feet of land area. The property is improved with a retail building with accessory office that has approximately 1,944 square feet of gross building area. The building was originally constructed as a retail bank in 1925 according to Frederick County land records. The building was vacant at the time of the inspection."
01-2011-VAC-010,Frederick,Vacant Land,2 Mill Street,Walkersville,MD,26,496861,851/ Parcel 1466,PAR A 1.5 Ac NW Penna Ave,S&V Partnership,RAS3 Enterprises LLC,6/1/2018,12441/ 341,Fee Simple,Arms-Length,Unknown,"$100,000.00 ",,,,,"67,518",,,,LI,All available,,,,,"The site includes approximately 67,518 square feet or 1.55 acres of land. The site has public utilities available along Pennsylvania Avenue. The property is improved with partial gravel lot and additional asphalt improvement driveway that provides entrance to the site and"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,access easement for neighboring company.
01-2011-80000-001,Frederick,Church,27 Franklin Street,Frederick,MD,2,109972,418/ 4/ 1027A,Lot 115x166x106X Franklin Street + Church,27 Franklin LLC,Red Christiana Inc,3/29/2018,12339/ 74,Fee Simple,Arms-Length,501,"$265,000.00 ",$82.30 ,0.00%,Unknown,Unknown,"16,988","3,220",1900,No onstreet parking available,PRK,All available,,,,,"The property includes a total of 16,988 square feet of land which is located on Franklin Street within the City of Frederick. The principal improvement is a church building includes approximately 3,220 square feet of gross building area. Offstreet parking was advertised but does not currently have parking. Property was renovated in the lower level with new drywall, flooring, and bathrooms."
01-2011-50000-017,Frederick,Warehouse/ Flex,1008 Rising Ridge Road,Frederick,MD,18,400081,601/ 7/ 1408,Sect. II -1.18 Acres,Harry Holmes Jr,1008 Rising Ridge Rd LLC,9/17/2018,12623/ 29,Fee Simple,Arms-Length,Unknown,"$1,000,000.00 ",$133.33 ,0.00%,Unknown,Unknown,"51,501","7,500",2005,Onsite parking available,I,All available,,,,,"The property is improved with a class S metal clad office/warehouse building that has approximately 7,500 square feet of gross building area. According to Frederick County Land Records the subject property was constructed in 2005. Approximately 5,380 square feet (62%) has been"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finished out as office space and remaining space a storage warehouse.
01-2007-50000-003,Carroll,Warehouse/ Flex,7840 Kabik Court,Woodbine,MD,14,44434,77/ 16/ 342,Lot 3/3 .1923 Acres,Diehl Properties LLC,7840 Kabik Ct LLC,5/22/2018,9020/ 407,Fee Simple,Arms-Length,Unknown,"$1,650,000.00 ",$220.00 ,0.00%,Unknown,Unknown,"8,377","7,500",1994,Onsite parking available,IG,Private,,,,,"This property is improved with a storage warehouse and office building that has approximately 7,500 square feet of building area. The office is approximately 66% of building total and remaining is storage warehouse. Property was purchased by owner user and for drilling industrial storage and office use."
01-2011-50710-002,Frederick,Warehouse Condo,"5744 Industry Lane, Units N & O",Frederick,MD,28,"564015, 564007",77/ 15/ 288,Eastern Business Center,Raymond Herron II,Unit D LLC,9/14/2018,12621/ 308,Condo,Arms-Length Multiple,Unknown,"$327,000.00 ",$98.02 ,0.00%,Unknown,Unknown,"3,336","3,336",1989,Onsite parking available,LI,All available,,,,,"Unit N has a total of 1,594 square feet of condominium area. The condominium is completely unfinished and used for storage. The unit includes an open storage area, restroom, storage closet, mezzanine and one roll-up garage door in the front of the unit. The floors are finished concrete with drywall walls and metal ceiling. Unit O has a total of 1,742 square feet of condominium area. Approximately 545 square feet (31%) of the condominium is finished office space. The unit includes an open storage area, restroom, storage closet, two offices and one roll-up garage door in the front of the unit. The floors are finished concrete with drywall walls and metal ceiling in the warehouse area and carpet in the office area."
01-2011-VAC-011,Frederick,Vacant Land,9021 Bennett Creek Boulevard,Frederick,MD,7,597516,96/ 21/ 266,Lot 810 Urbana ORC/MXD,Urbana Corporate Center LLC,Kite Pharma Inc,11/16/2018,12714/ 153,Fee Simple,Arms-Length Vacant,Unknown,"$7,500,000.00 ",,,,,"890,802",,,,MXD,All available,,,,,"Property was purchased by a pharmaceutical company for the construction of a 62,000 square foot office building and 217,000 square foot manufactoring building."
01-2011-VAC-012,Frederick,Vacant Land,3536 Urbana Pike,Frederick,MD,7,189427,96/ 15/ 98,,Casa Bella,WM & Jean Baker,4/1/2015,10461/ 254,Fee Simple,Arms-Length Vacant,Unknown,"$500,000.00 ",,,,,"42,501",,,,VC,All available,,,,,"Site developed for four mixed use commercial buildings with approximately 20,319 square feet of gross building area. Construction was complete in 2018."
01-2011-VAC-013,Frederick,Vacant Land,4310 Old National Pike,Middletown,MD,3,158152,65/ 12/ 173,3.928 Acres Century View,APM LLC,Robinwood Holdings LLC,2/7/2017,11656/ 465,Fee Simple,Arms-Length Vacant,Unknown,"$1,500,000.00 ",,,,,"173,369",,,,GC,All available,,,,,"Site developed in to a 2,651 square foot medical office building in 2018."
01-2011-VAC-014,Frederick,Vacant Land,Rotary Road,New Market ,MD,9,592125,79/ 24/ 183,,"New Market Retail Center, LLC","New Market Land, LLC",6/28/2016,11231/ 253,Fee Simple,Arms-Length Vacant,Unknown,"$940,000.00 ",,,,,"60,940",,,,GC,All available,,,,,Property purchased by Popeyes for the construction of a new drive through location and has since been completed.  Site approvals were completed prior to purchase by seller.
01-2014-VAC-001,Howard,Vacant Land,8201 John McAdam Drive,Columbia,MD,6,563104,43/ 1/ 671,Columbia Gateway RSB T4,Howard Research and Development,Kaiser Foundation Health Plan of the Mid Atlantic States Inc,1/2/2018,17991/ 79,Fee Simple,Arms-Length Vacant,Unknown,"$10,300,000.00 ",,,,,"447,797",,,,POR,All available,,,,,Property purchased by Kaiser Foundation Health Plan for the constrction of a new health care facility.
01-2016-02000-001,Montgomery,Res Condo,7425 Democracy Blvd Unit 202,Bethesda,MD,10,1699844,GP33/ Subdivision 41,Westlake Park,Darrel Earhart,Cristina Sora,10/29/2019,58514/ 140,Condo,Arms-Length,13,"$215,000.00 ",$238.89 ,0.00%,Unknown,Unknown,"189,930",900,1975,Onsite parking available,R-30,All available,,,,,"Recently renovated one-bedroom, one-bathroom residential condominium unit in a high-rise building.  Building ammenities include clubhouse with pool, tennis courts and landscaping."
01-2016-02000-002,Montgomery,Res Condo,"7420 Westlake Terrace, Unit 1206",Bethesda,MD,10,1733671,GP33/ Subdivision 54,Westlake Park,Harutiun Nazarian,Teodora Kepelina,11/1/2019,58487/ 466,Condo,Arms-Length,41,"$219,500.00 ",$252.01 ,0.00%,Unknown,Unknown,"214,002",871,1976,Onsite parking available,R-30,All available,,,,,"Recently renovated one-bedroom, one-bathroom residential condominium unit in a high-rise building.  Building ammenities include pool, gym, tennis courts, social room and landscaping."
01-2016-02000-003,Montgomery,Res Condo,7425 Democracy Blvd Unit 1,Bethesda,MD,10,1699525,GP33/ Subdivision 41,Westlake Park,Huda Jarrah,Laura Tucker,10/15/2019,58334/ 35,Condo,Arms-Length,12,"$237,500.00 ",$263.89 ,0.00%,Unknown,Unknown,"189,930",900,1975,Onsite parking available,R-30,All available,,,,,"Recently renovated one-bedroom, one-bathroom residential condominium unit in a high-rise building.  Building ammenities include clubhouse with pool, tennis courts and landscaping."
01-2016-02000-004,Montgomery,Res Condo,"7420 Westlake Terrace, Unit 1306",Bethesda,MD,10,1733795,GP33/ Subdivision 54,Westlake Park,Jorge Caballero,Yifan Pang,5/30/2019,57913/ 266,Condo,Arms-Length,83,"$215,000.00 ",$242.39 ,0.00%,Unknown,Unknown,"214,002",887,1976,Onsite parking available,R-30,All available,,,,,"Recently renovated one-bedroom, one-bathroom residential condominium unit in a high-rise building.  Building ammenities include pool, gym, tennis courts, social room and landscaping."
01-2016-02000-005,Montgomery,Res Condo,"7425 Democracy Blvd, Unit 16",Bethesda,MD,10,0.1699662,GP33/ Subdivision 41,Westlake Park,CMA2Z LLC,Daniel Waheed,3/15/2019,57384/ 451,Condo,Arms-Length,19,"$220,000.00 ",$244.44 ,0.00%,Unknown,Unknown,"189,930",900,1975,Onsite parking available,R-30,All available,,,,,"Recently renovated one-bedroom, one-bathroom residential condominium unit in a high-rise building.  Building ammenities include clubhouse with pool, tennis courts and landscaping."
01-2011-40710-004,Frederick,Office Condo,"5300 Westview Drive, Unit 103",Frederick,MD,28,570767,86/ 3/ 215,Westview Office Court Condo,Land Court LLC,With A K LLC,1/24/2020,13485/ 66,Condo,Arms-Length,Unknown,"$163,500.00 ",$178.10 ,0.00%,Unknown,Unknown,918,918,1989,Onsite parking available,ORI,All available,,,,,"Unit consists of an open work space, two offices, an employee breakroom and restroom. Unit was in average condition at the time of sale. "
01-2011-40710-005,Frederick,Office Condo,"5300 Westview Drive, Unit 303",Frederick,MD,28,567731,86/ 3/ 215,Westview Office Court Condo,Aron Stein,Commprop LLC,6/28/2018,12494/ 347,Condo,Arms-Length,Unknown,"$175,000.00 ",$179.86 ,0.00%,Unknown,Unknown,973,973,1989,Onsite parking available,ORI,All available,,,,,"Unit conists of three offices, reception area, employee breakroom and restroom.  Unit was in average condition at the time of sale."
01-2014-VAC-002,Howard,Vacant Land,4894 Castlebridge Road,Ellicott City,MD,3,355160,23/ 23/ 148,Carroll/Ziegler RSB PARF Lot 4,Thomas Carroll,Sehr Abodes LLC,11/21/2018,18458/ 396,Fee Simple,Arms-Length Vacant,153,"$430,000.00 ",,,,,"53,143",,,,RC-DEO,All Private,,,,,Vacant lot with plat recorded for the construction of one residential house.  Private well and septic.
01-2014-VAC-003,Howard,Vacant Land,14305 Fox Creek Court,Cooksville,MD,4,363892,8/ 18/ 110,Monticello Lot 43,James Smith,Marco Torres,2/26/2018,18062/ 371,Fee Simple,Arms-Length Vacant,592,"$280,000.00 ",,,,,"49,658",,,,RC-DEO,All Private,,,,,"Vacant lot with plat recorded and private well and septic at the time of sale.  In 2019 a 4,342 residential home was contructed on the property."
01-2014-VAC-004,Howard,Vacant Land,4890 Castlebridge Road,Ellicott City,MD,3,355179,23/ 23/ 148,Carroll/Ziegler RSB PARF Lot 5,Natalie Ziegler,Siddiqi,7/6/2016,16964/ 481,Fee Simple,Arms-Length Vacant,1,"$475,000.00 ",,,,,"66,647",,,,RC-DEO,All Private,,,,,Vacant lot with plat recorded for the construction of one residential house.  Private well and septic.
01-2016-VAC-001,Montgomery,Vacant Land,21330 Beallsville Road,Dickerson,MD,11,918287,CV42/ Parcel P682,Mt. Zion,Marchwicki,Marinenko,9/10/2019,58133/134,Fee Simple,Arms-Length Improved,39,"$285,000.00 ",,,,,"871,200",,,,AR,All Private,,,,,"Vacant lot with approved well in place, and perk approved for septic for 5 bedroom home.  In agricultural preserve."
01-2016-FARM-001,Montgomery,Farm Land,17300 White Ground Road,Boyds,MD,11,0091868/ 01636448/ 01708780,DT31/ P331 & 220 &110,Add o Mothers Good Will Etc.,Bowron Trustee,Pyles,6/12/2017,54430/ 165,Fee Simple,Arms-Length Multiple,248,"$1,025,000.00 ",,,,,"3,974,414",,,,AR,All Private,,,,,"Property was improved with one single family residence, converted bank barn with elevator, and bunk house, corn barn, machine shed, and storage barn.  Property could not be further subdivided.    "
01-2016-VAC-002,Montgomery,Vacant Land,W Old Baltimore Road,Boyds,MD,11,921137,DV43/ Parcel P760,Conclusion & Lost Breeches,Vail,Cinque,5/6/2019,57520/ 278,Fee Simple,Arms-Length Vacant,Unknown,"$400,000.00 ",,,,,"1,330,322",,,,AR,All Private,,,,,Vacant property with one remaining single family dwelling right per TDR easement.
01-2011-30600-016,Frederick,Mixed ,200 West Fifth Street,Frederick,MD,2,37033,413/ 6/ 56,LT 61X53 2002-202 W. 5TH ST,S&R Management Group LLC,Stanker,3/4/2020,13565/ 43,Leased fee,Arms-Length,Unknown,"$625,000.00 ",$219.76 ,0.00%,Unknown,Unknown,"3,233","2,844",1900,No onsite parking,R12,All available,,,,,Completely renovated mixed use building on a corner lot.  Building divided into three units and in good condition at the time of sale.
01-2011-30600-017,Frederick,Mixed,32 West Main Street ,New Market ,MD,9,234640,801/ Parcel 3774,LT 110X205 S/S MAIN ST,Sykes,A Mothers Rest Charitable Respite Foundation,9/26/2018,12638/ 72,Fee Simple,Arms-Length,Unknown,"$650,000.00 ",$143.42 ,0.00%,Unknown,Unknown,"22,550","4,532",1798,Onsite parking available,RM,Mixed Public and Private,,,,,Completely renovated mixed use building.  Property was in good condition at the time of sale.
01-2011-40000-008,Frederick,Professional Office,618 West Patrick Street,Frederick,MD,2,56585,417/ 1/ 1178H,,West Patrick Norva LLC,Calhaven Holdings LLC,7/31/2018,12543/ 293,Fee Simple,Arms-Length,Unknown,"$430,000.00 ",$236.26 ,0.00%,Unknown,Unknown,"19,500","1,820",1939,Onsite parking available,RO,Public,,,,,"Building originally built in 1939 as a residential home, has been previously converted into a professional office space."
01-2011-40000-009,Frederick,Professional Office,218 West Patrick Street,Frederick,MD,2,111195,417/ 1/ 53B,,Karen Tucker,Freesoa amd Vine LLC,5/2/2018,2391/ 346,Leased Fee,Arms-Length,Unknown,"$225,000.00 ",$183.67 ,0.00%,Unknown,Unknown,"7,336","1,225",1880,No onsite parking,DB,Public,,,,,"Building originally built in 1880 as a residential home, has been previously converted into a professional office space"
01-2011-50000-018,Frederick,Warehouse/ Flex,801 Toll House Avenue #11,Frederick,MD,2,1422384,408/ 5/ 373C,Lot J1,Glaeser,Hannon,6/24/2019,13046/ 359,Leased Fee,Arms-Length,Unknown,"$43,000.00 ",$58.26 ,0.00%,Unknown,Unknown,662,738,Unknown,Onsite parking available,PB,Public,,,,,"Two-car storage garage with electric and lighting, no cooling or heat."
01-2011-50000-019,Frederick,Warehouse/ Flex,414 North Maxwell Avenue,Frederick,MD,2,110652,414/ 1/ 1667A,414-416 Maxwell Ave,White,Brown Brothers Land Management LLC,3/10/2020,13581/ 40,Leased Fee,Arms-Length,Unknown,"$165,000.00 ",$85.71 ,0.00%,Unknown,Unknown,"6,750","1,925",Unknown,Onsite parking available,DR,Public,,,,,"Seven-bay garage in Downtown Frederick.  All units have electric, and lighting and measure approximately 25’ x 11’. "
